mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	4/4	2	1	g.i{		g	i		i		i						{	m	1	1	1, -2, 2		1	1	3	17	0.15	0.046875	0.3125	0.13043478260869565
1	1	23/64	23/64	4/4	2	1	#viio65		g	i		#viio65		#vii	o	65					o7	1	1	3, 0, -3, 6		6	3	2	18	0.1	0.03125	0.328125	0.08695652173913043
2	1	0	0	4/4	2	2	i6		g	i		i6		i		6					m	1	1	-2, 2, 1		1	-2	0	8	0.0	0.0	1.875	0.0
2	1	1	1	4/4	2	2	V2		g	i		V2		V		2					Mm7	1	1	0, 2, 6, 3		2	0	0	6	0.0	0.0	1.25	0.0
2	1	3/2	3/2	4/4	2	2	i6		g	i		i6		i		6					m	1	1	-2, 2, 1		1	-2	0	6	0.0	0.0	1.25	0.0
2	1	2	2	4/4	2	2	V65		g	i		V65		V		65					Mm7	1	1	6, 3, 0, 2		2	6	0	7	0.0	0.0	1.375	0.0
2	1	5/2	5/2	4/4	2	2	i		g	i		i		i							m	1	1	1, -2, 2		1	1	0	8	0.0	0.0	1.5	0.0
2	1	3	3	4/4	2	2	V6		g	i		V6		V		6					M	1	1	6, 3, 2		2	6	1	3	0.25	0.125	0.625	0.16666666666666666
2	1	13/4	13/4	4/4	2	2	iio6/iv		g	i		iio6/iv		ii	o	6		iv			o	1	1	-1, -4, 2		2	-1	0	3	0.0	0.0	0.625	0.0
2	1	7/2	7/2	4/4	2	2	IV6		g	i		IV6		IV		6					M	1	1	4, 1, 0		0	4	2	2	0.5	0.375	0.5	0.42857142857142855
2	1	15/4	15/4	4/4	2	2	It6	iv6	g	i		It6	It	vii	o	6	b3	V			It	1	1	-3, 1, 7		7	-3	1	3	0.25	0.125	0.625	0.16666666666666666
2	1	4	4	4/4	2	2	V64		g	i		V64		V		64					M	1	1	3, 2, 6		2	3	3	1	0.75	0.5	0.25	0.6666666666666666
2	1	17/4	17/4	4/4	2	2	#viio7		g	i		#viio7		#vii	o	7					o7	1	1	6, 3, 0, -3		6	6	4	0	1.0	0.625	0.0	1.0
3	1	0	0	4/4	2	1	V(64)		g	i		V(64)		V			64				M	1	1	2, 1, -2		2	2	1	5	0.16666666666666666	0.0625	1.6875	0.03571428571428571
3	1	1/2	1/2	4/4	2	1	V7(b9)|HC}		g	i		V7(b9)		V		7	b9		HC	}	Mm7	1	1	2, 6, 3, 0	-10	2	2	13	16	0.4482758620689655	0.40625	0.5	0.4482758620689655
3	1	45/32	45/32	4/4	2	1	i{		g	i		i		i						{	m	1	1	1, -2, 2		1	1	0	9	0.0	0.0	0.28125	0.0
4	1	3/16	3/16	4/4	2	1	V2/iv		g	i		V2/iv		V		2		iv			Mm7	1	1	-1, 1, 5, 2		1	-1	0	60	0.0	0.0	7.125	0.0
5	1	0	0	4/4	2	1	#iii.#viio7		g	#iii		#viio7		#vii	o	7					o7	1	1	10, 7, 4, 1		10	10	10	0	1.0	2.0	0.0	1.0
5	1	1/2	1/2	4/4	2	1	V(64)		g	#iii		V(64)		V			64				M	1	1	6, 5, 2		6	6	4	10	0.2857142857142857	0.5	2.5	0.16666666666666666
